날짜,기업명,긍정,부정,중립,전체뉴스수,감성_긍정비율,감성_부정비율
2024-09-25,HD현대마린엔진,9,1,0,10,0.8999999100000091,0.09999999000000101
2024-09-25,HD현대미포,16,2,0,18,0.8888888395061756,0.11111110493827195
2024-09-25,HD현대중공업,26,3,3,32,0.8965516932223554,0.10344827229488716
2024-09-25,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-09-25,삼성중공업,18,1,1,20,0.9473683711911383,0.05263157617728546
2024-09-25,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-09-25,한국카본,2,0,0,2,0.99999950000025,0.0
2024-09-25,한화엔진,14,1,0,15,0.9333332711111153,0.06666666222222252
2024-09-25,한화오션,59,5,4,68,0.9218749855957034,0.07812499877929689
2024-09-26,HD한국조선해양,18,4,1,23,0.8181817809917372,0.18181817355371938
2024-09-26,HD현대마린솔루션,3,0,0,3,0.9999996666667778,0.0
2024-09-26,HD현대마린엔진,10,0,0,10,0.99999990000001,0.0
2024-09-26,HD현대미포,16,1,1,18,0.9411764152249167,0.05882352595155729
2024-09-26,HD현대중공업,21,3,3,27,0.8749999635416682,0.12499999479166687
2024-09-26,STX엔진,2,1,1,4,0.6666664444445185,0.33333322222225925
2024-09-26,삼성중공업,14,5,3,22,0.7368420664819965,0.26315788088642733
2024-09-26,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-09-26,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-09-26,한화엔진,12,1,2,15,0.9230768520710114,0.07692307100591762
2024-09-26,한화오션,36,6,5,47,0.8571428367346944,0.1428571394557824
2024-09-27,HD한국조선해양,17,4,5,26,0.8095237709750585,0.19047618140589612
2024-09-27,HD현대마린솔루션,5,0,0,5,0.99999980000004,0.0
2024-09-27,HD현대마린엔진,2,2,0,4,0.49999987500003124,0.49999987500003124
2024-09-27,HD현대미포,4,3,2,9,0.57142848979593,0.4285713673469475
2024-09-27,HD현대중공업,14,2,11,27,0.8749999453125034,0.12499999218750048
2024-09-27,STX엔진,10,2,0,12,0.8333332638888947,0.16666665277777895
2024-09-27,삼성중공업,10,4,12,26,0.7142856632653098,0.2857142653061239
2024-09-27,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-09-27,한국카본,7,1,0,8,0.8749998906250137,0.12499998437500197
2024-09-27,한화엔진,37,8,0,45,0.8222222039506177,0.1777777738271606
2024-09-27,한화오션,64,7,9,80,0.9014084380083319,0.0985915479071613
2024-09-28,HD현대중공업,1,0,1,2,0.9999990000010001,0.0
2024-09-28,STX엔진,3,2,0,5,0.599999880000024,0.399999920000016
2024-09-28,삼성중공업,1,0,0,1,0.9999990000010001,0.0
2024-09-28,한화엔진,7,2,0,9,0.7777776913580343,0.22222219753086697
2024-09-28,한화오션,8,0,0,8,0.9999998750000157,0.0
2024-09-29,HD한국조선해양,12,2,0,14,0.8571427959183717,0.14285713265306196
2024-09-29,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-09-29,HD현대미포,1,0,0,1,0.9999990000010001,0.0
2024-09-29,HD현대중공업,15,3,0,18,0.8333332870370396,0.1666666574074079
2024-09-29,STX엔진,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-09-29,삼성중공업,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-09-29,한화엔진,7,3,0,10,0.699999930000007,0.299999970000003
2024-09-29,한화오션,17,5,1,23,0.7727272376033073,0.2272727169421492
2024-09-30,HD한국조선해양,15,3,10,28,0.8333332870370396,0.1666666574074079
2024-09-30,HD현대마린솔루션,9,4,1,14,0.6923076390532585,0.3076922840236705
2024-09-30,HD현대마린엔진,9,1,0,10,0.8999999100000091,0.09999999000000101
2024-09-30,HD현대미포,4,2,4,10,0.6666665555555741,0.33333327777778704
2024-09-30,HD현대중공업,24,2,12,38,0.9230768875739658,0.07692307396449716
2024-09-30,STX엔진,3,4,1,8,0.4285713673469475,0.57142848979593
2024-09-30,삼성중공업,18,5,7,30,0.7826086616257103,0.21739129489603065
2024-09-30,한국카본,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-09-30,한화엔진,16,11,2,29,0.5925925706447196,0.4074073923182447
2024-09-30,한화오션,39,6,13,58,0.8666666474074078,0.13333333037037046
2024-10-01,HD한국조선해양,5,2,3,10,0.7142856122449125,0.285714244897965
2024-10-01,HD현대마린솔루션,2,2,2,6,0.49999987500003124,0.49999987500003124
2024-10-01,HD현대마린엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-01,HD현대미포,6,2,2,10,0.7499999062500118,0.24999996875000394
2024-10-01,HD현대중공업,6,4,2,12,0.599999940000006,0.39999996000000404
2024-10-01,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-01,삼성중공업,10,3,5,18,0.7692307100591762,0.23076921301775286
2024-10-01,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-01,한화엔진,4,0,0,4,0.9999997500000625,0.0
2024-10-01,한화오션,19,3,4,26,0.863636324380167,0.13636363016528952
2024-10-02,HD한국조선해양,12,5,4,21,0.7058823114186875,0.2941176297577865
2024-10-02,HD현대마린솔루션,4,3,2,9,0.57142848979593,0.4285713673469475
2024-10-02,HD현대마린엔진,2,0,1,3,0.99999950000025,0.0
2024-10-02,HD현대미포,12,3,2,17,0.7999999466666703,0.19999998666666757
2024-10-02,HD현대중공업,25,1,5,31,0.9615384245562144,0.03846153698224858
2024-10-02,STX엔진,8,5,0,13,0.615384568047341,0.3846153550295881
2024-10-02,삼성중공업,21,2,7,30,0.9130434385633287,0.08695651795841226
2024-10-02,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-10-02,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-10-02,한화엔진,23,5,0,28,0.8214285420918378,0.17857142219387778
2024-10-02,한화오션,45,8,15,68,0.8490565877536493,0.15094339337842655
2024-10-03,HD한국조선해양,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-10-03,HD현대마린솔루션,1,1,1,3,0.499999750000125,0.499999750000125
2024-10-03,HD현대미포,2,0,1,3,0.99999950000025,0.0
2024-10-03,HD현대중공업,14,4,3,21,0.7777777345679036,0.2222222098765439
2024-10-03,STX엔진,6,1,0,7,0.857142734693895,0.1428571224489825
2024-10-03,삼성중공업,8,3,8,19,0.7272726611570308,0.2727272479338866
2024-10-03,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-03,한화엔진,8,0,1,9,0.9999998750000157,0.0
2024-10-03,한화오션,17,6,7,30,0.7391304026465042,0.2608695538752368
2024-10-04,HD한국조선해양,17,4,3,24,0.8095237709750585,0.19047618140589612
2024-10-04,HD현대마린솔루션,3,4,0,7,0.4285713673469475,0.57142848979593
2024-10-04,HD현대마린엔진,3,4,0,7,0.4285713673469475,0.57142848979593
2024-10-04,HD현대미포,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-10-04,HD현대중공업,23,4,4,31,0.8518518203017844,0.1481481426611799
2024-10-04,STX엔진,5,3,1,9,0.6249999218750099,0.3749999531250059
2024-10-04,삼성중공업,20,4,4,28,0.8333332986111125,0.1666666597222225
2024-10-04,세진중공업,2,3,0,5,0.399999920000016,0.599999880000024
2024-10-04,한국카본,3,2,0,5,0.599999880000024,0.399999920000016
2024-10-04,한화엔진,13,5,1,19,0.7222221820987677,0.27777776234567986
2024-10-04,한화오션,26,9,6,41,0.7428571216326537,0.2571428497959186
2024-10-05,HD한국조선해양,2,1,1,4,0.6666664444445185,0.33333322222225925
2024-10-05,HD현대마린솔루션,0,1,0,1,0.0,0.9999990000010001
2024-10-05,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-05,HD현대미포,5,1,0,6,0.8333331944444675,0.16666663888889352
2024-10-05,HD현대중공업,8,2,0,10,0.7999999200000081,0.19999998000000202
2024-10-05,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-05,삼성중공업,3,2,1,6,0.599999880000024,0.399999920000016
2024-10-05,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-10-05,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-05,한화엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-10-05,한화오션,4,3,3,10,0.57142848979593,0.4285713673469475
2024-10-06,HD한국조선해양,0,2,1,3,0.0,0.99999950000025
2024-10-06,HD현대마린솔루션,0,1,0,1,0.0,0.9999990000010001
2024-10-06,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-06,HD현대미포,5,0,1,6,0.99999980000004,0.0
2024-10-06,HD현대중공업,9,1,5,15,0.8999999100000091,0.09999999000000101
2024-10-06,STX엔진,0,2,1,3,0.0,0.99999950000025
2024-10-06,삼성중공업,3,1,3,7,0.7499998125000469,0.24999993750001562
2024-10-06,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-10-06,한국카본,0,2,0,2,0.0,0.99999950000025
2024-10-06,한화엔진,4,3,3,10,0.57142848979593,0.4285713673469475
2024-10-06,한화오션,8,4,7,19,0.6666666111111158,0.3333333055555579
2024-10-07,HD한국조선해양,15,7,10,32,0.6818181508264477,0.3181818037190089
2024-10-07,HD현대마린솔루션,5,1,1,7,0.8333331944444675,0.16666663888889352
2024-10-07,HD현대마린엔진,1,2,1,4,0.33333322222225925,0.6666664444445185
2024-10-07,HD현대미포,8,5,8,21,0.615384568047341,0.3846153550295881
2024-10-07,HD현대중공업,24,13,9,46,0.6486486311176046,0.35135134185536915
2024-10-07,STX엔진,1,0,1,2,0.9999990000010001,0.0
2024-10-07,삼성중공업,13,12,7,32,0.5199999792000009,0.4799999808000007
2024-10-07,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-07,한화엔진,9,6,4,19,0.5999999600000027,0.39999997333333515
2024-10-07,한화오션,26,11,9,46,0.7027026837107383,0.2972972892622354
2024-10-08,HD한국조선해양,55,11,9,75,0.8333333207070709,0.16666666414141418
2024-10-08,HD현대마린솔루션,7,7,0,14,0.49999996428571686,0.49999996428571686
2024-10-08,HD현대마린엔진,6,9,0,15,0.39999997333333515,0.5999999600000027
2024-10-08,HD현대미포,9,10,1,20,0.47368418559556913,0.5263157617728547
2024-10-08,HD현대중공업,24,8,8,40,0.7499999765625008,0.24999999218750027
2024-10-08,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-10-08,삼성중공업,12,1,7,20,0.9230768520710114,0.07692307100591762
2024-10-08,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-08,한화엔진,17,2,1,20,0.8947367950138528,0.10526315235457093
2024-10-08,한화오션,34,3,8,45,0.9189188940832732,0.08108107888970058
2024-10-09,HD한국조선해양,18,2,1,21,0.8999999550000022,0.09999999500000024
2024-10-09,HD현대마린솔루션,4,6,0,10,0.39999996000000404,0.599999940000006
2024-10-09,HD현대마린엔진,3,5,0,8,0.3749999531250059,0.6249999218750099
2024-10-09,HD현대미포,9,2,0,11,0.8181817438016598,0.1818181652892577
2024-10-09,HD현대중공업,15,8,2,25,0.6521738846880919,0.34782607183364905
2024-10-09,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-10-09,삼성중공업,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-10-09,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-10-09,한국카본,2,0,0,2,0.99999950000025,0.0
2024-10-09,한화엔진,15,0,0,15,0.9999999333333378,0.0
2024-10-09,한화오션,19,1,4,24,0.9499999525000024,0.04999999750000012
2024-10-10,HD한국조선해양,24,7,2,33,0.7741935234131121,0.22580644432882438
2024-10-10,HD현대마린솔루션,9,3,0,12,0.7499999375000053,0.2499999791666684
2024-10-10,HD현대마린엔진,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-10-10,HD현대미포,6,2,2,10,0.7499999062500118,0.24999996875000394
2024-10-10,HD현대중공업,64,19,9,92,0.771084328059225,0.22891565989258242
2024-10-10,STX엔진,3,0,0,3,0.9999996666667778,0.0
2024-10-10,삼성중공업,24,9,2,35,0.7272727052341605,0.2727272644628102
2024-10-10,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-10-10,한국카본,0,0,1,1,0.0,0.0
2024-10-10,한화엔진,40,2,1,43,0.952380929705216,0.0476190464852608
2024-10-10,한화오션,140,12,7,159,0.9210526255193906,0.07894736790166205
2024-10-11,HD한국조선해양,11,5,4,20,0.6874999570312527,0.3124999804687512
2024-10-11,HD현대마린솔루션,1,2,1,4,0.33333322222225925,0.6666664444445185
2024-10-11,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-11,HD현대미포,5,4,1,10,0.5555554938271674,0.44444439506173394
2024-10-11,HD현대중공업,21,9,5,35,0.6999999766666675,0.2999999900000003
2024-10-11,STX엔진,0,2,0,2,0.0,0.99999950000025
2024-10-11,삼성중공업,11,3,3,17,0.7857142295918408,0.21428569897959293
2024-10-11,한국카본,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-10-11,한화엔진,10,3,1,14,0.7692307100591762,0.23076921301775286
2024-10-11,한화오션,24,7,7,38,0.7741935234131121,0.22580644432882438
2024-10-12,HD한국조선해양,4,0,2,6,0.9999997500000625,0.0
2024-10-12,HD현대마린솔루션,1,0,0,1,0.9999990000010001,0.0
2024-10-12,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-10-12,HD현대미포,2,0,1,3,0.99999950000025,0.0
2024-10-12,HD현대중공업,4,1,3,8,0.799999840000032,0.199999960000008
2024-10-12,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-10-12,삼성중공업,3,0,1,4,0.9999996666667778,0.0
2024-10-12,한화엔진,3,0,0,3,0.9999996666667778,0.0
2024-10-12,한화오션,7,0,3,10,0.9999998571428775,0.0
2024-10-13,HD한국조선해양,3,3,2,8,0.49999991666668053,0.49999991666668053
2024-10-13,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-10-13,HD현대미포,1,0,2,3,0.9999990000010001,0.0
2024-10-13,HD현대중공업,8,0,2,10,0.9999998750000157,0.0
2024-10-13,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-10-13,삼성중공업,9,1,1,11,0.8999999100000091,0.09999999000000101
2024-10-13,한화엔진,8,2,1,11,0.7999999200000081,0.19999998000000202
2024-10-13,한화오션,11,1,4,16,0.9166665902777842,0.08333332638888948
2024-10-14,HD한국조선해양,15,7,5,27,0.6818181508264477,0.3181818037190089
2024-10-14,HD현대마린솔루션,5,3,0,8,0.6249999218750099,0.3749999531250059
2024-10-14,HD현대마린엔진,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-10-14,HD현대미포,6,3,3,12,0.6666665925926009,0.33333329629630043
2024-10-14,HD현대중공업,19,4,8,31,0.8260869206049165,0.17391303591682453
2024-10-14,STX엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-10-14,삼성중공업,13,5,5,23,0.7222221820987677,0.27777776234567986
2024-10-14,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-10-14,한국카본,10,0,0,10,0.99999990000001,0.0
2024-10-14,한화엔진,13,5,0,18,0.7222221820987677,0.27777776234567986
2024-10-14,한화오션,35,11,7,53,0.7608695486767489,0.23913042958412112
2024-10-15,HD한국조선해양,21,10,2,33,0.677419332986473,0.3225806347554634
2024-10-15,HD현대마린솔루션,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-10-15,HD현대마린엔진,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-10-15,HD현대미포,7,7,1,15,0.49999996428571686,0.49999996428571686
2024-10-15,HD현대중공업,54,14,11,79,0.7941176353806231,0.20588234991349486
2024-10-15,STX엔진,6,2,0,8,0.7499999062500118,0.24999996875000394
2024-10-15,삼성중공업,29,11,3,43,0.7249999818750005,0.2749999931250002
2024-10-15,세진중공업,0,2,0,2,0.0,0.99999950000025
2024-10-15,한국카본,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-10-15,한화엔진,14,7,1,22,0.6666666349206364,0.3333333174603182
2024-10-15,한화오션,138,25,35,198,0.8466257616771425,0.15337423218788815
2024-10-16,HD한국조선해양,25,4,7,36,0.8620689357907263,0.13793102972651622
2024-10-16,HD현대마린솔루션,15,3,3,21,0.8333332870370396,0.1666666574074079
2024-10-16,HD현대마린엔진,1,1,1,3,0.499999750000125,0.499999750000125
2024-10-16,HD현대미포,7,1,1,9,0.8749998906250137,0.12499998437500197
2024-10-16,HD현대중공업,31,7,9,47,0.8157894522160671,0.18421052146814418
2024-10-16,STX엔진,3,1,3,7,0.7499998125000469,0.24999993750001562
2024-10-16,삼성중공업,27,4,4,35,0.8709677138397511,0.12903225390218534
2024-10-16,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-10-16,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-16,한화엔진,13,2,3,18,0.8666666088888928,0.13333332444444504
2024-10-16,한화오션,99,5,25,129,0.9519230677699705,0.048076922614644975
2024-10-17,HD한국조선해양,22,1,1,24,0.9565216975425348,0.04347825897920613
2024-10-17,HD현대마린솔루션,7,1,2,10,0.8749998906250137,0.12499998437500197
2024-10-17,HD현대마린엔진,2,2,0,4,0.49999987500003124,0.49999987500003124
2024-10-17,HD현대미포,10,0,2,12,0.99999990000001,0.0
2024-10-17,HD현대중공업,32,2,3,37,0.9411764429065753,0.05882352768166096
2024-10-17,STX엔진,2,1,1,4,0.6666664444445185,0.33333322222225925
2024-10-17,삼성중공업,19,2,3,24,0.9047618616780065,0.09523809070294806
2024-10-17,한국카본,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-10-17,한화엔진,11,2,0,13,0.8461537810650938,0.15384614201183525
2024-10-17,한화오션,40,6,11,57,0.8695651984877131,0.13043477977315696
2024-10-18,HD한국조선해양,19,3,3,25,0.863636324380167,0.13636363016528952
2024-10-18,HD현대마린솔루션,2,2,1,5,0.49999987500003124,0.49999987500003124
2024-10-18,HD현대미포,4,2,0,6,0.6666665555555741,0.33333327777778704
2024-10-18,HD현대중공업,18,4,2,24,0.8181817809917372,0.18181817355371938
2024-10-18,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-10-18,삼성중공업,12,3,5,20,0.7999999466666703,0.19999998666666757
2024-10-18,한국카본,7,2,0,9,0.7777776913580343,0.22222219753086697
2024-10-18,한화엔진,6,2,1,9,0.7499999062500118,0.24999996875000394
2024-10-18,한화오션,34,9,5,48,0.7906976560302871,0.20930232071389954
2024-10-19,HD한국조선해양,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-10-19,HD현대마린솔루션,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-10-19,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-19,HD현대미포,1,3,0,4,0.24999993750001562,0.7499998125000469
2024-10-19,HD현대중공업,5,3,2,10,0.6249999218750099,0.3749999531250059
2024-10-19,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-19,삼성중공업,4,4,2,10,0.4999999375000079,0.4999999375000079
2024-10-19,세진중공업,2,0,0,2,0.99999950000025,0.0
2024-10-19,한국카본,2,2,0,4,0.49999987500003124,0.49999987500003124
2024-10-19,한화엔진,5,2,0,7,0.7142856122449125,0.285714244897965
2024-10-19,한화오션,13,4,3,20,0.7647058373702448,0.23529410380622917
2024-10-20,HD한국조선해양,6,2,2,10,0.7499999062500118,0.24999996875000394
2024-10-20,HD현대마린솔루션,0,0,1,1,0.0,0.0
2024-10-20,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-20,HD현대중공업,8,3,0,11,0.7272726611570308,0.2727272479338866
2024-10-20,STX엔진,0,1,1,2,0.0,0.9999990000010001
2024-10-20,삼성중공업,8,3,0,11,0.7272726611570308,0.2727272479338866
2024-10-20,한국카본,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-10-20,한화엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-20,한화오션,16,2,11,29,0.8888888395061756,0.11111110493827195
2024-10-21,HD한국조선해양,12,3,3,18,0.7999999466666703,0.19999998666666757
2024-10-21,HD현대마린솔루션,3,3,1,7,0.49999991666668053,0.49999991666668053
2024-10-21,HD현대마린엔진,2,0,2,4,0.99999950000025,0.0
2024-10-21,HD현대미포,6,0,4,10,0.9999998333333611,0.0
2024-10-21,HD현대중공업,16,1,4,21,0.9411764152249167,0.05882352595155729
2024-10-21,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-21,삼성중공업,10,0,0,10,0.99999990000001,0.0
2024-10-21,한국카본,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-10-21,한화엔진,8,10,3,21,0.4444444197530878,0.5555555246913597
2024-10-21,한화오션,36,7,11,54,0.8372092828555981,0.16279069388858852
2024-10-22,HD한국조선해양,15,0,6,21,0.9999999333333378,0.0
2024-10-22,HD현대마린솔루션,5,1,2,8,0.8333331944444675,0.16666663888889352
2024-10-22,HD현대마린엔진,3,0,0,3,0.9999996666667778,0.0
2024-10-22,HD현대미포,3,0,3,6,0.9999996666667778,0.0
2024-10-22,HD현대중공업,21,5,6,32,0.8076922766272201,0.1923076849112429
2024-10-22,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-10-22,삼성중공업,28,5,3,36,0.8484848227731873,0.15151514692378343
2024-10-22,한국카본,6,0,0,6,0.9999998333333611,0.0
2024-10-22,한화엔진,19,1,1,21,0.9499999525000024,0.04999999750000012
2024-10-22,한화오션,31,4,7,42,0.885714260408164,0.11428571102040827
2024-10-23,HD한국조선해양,11,8,0,19,0.5789473379501401,0.4210526094182837
2024-10-23,HD현대마린솔루션,12,19,3,34,0.38709676170655605,0.6129032060353804
2024-10-23,HD현대마린엔진,13,7,0,20,0.6499999675000016,0.34999998250000086
2024-10-23,HD현대미포,10,2,0,12,0.8333332638888947,0.16666665277777895
2024-10-23,HD현대중공업,18,5,4,27,0.7826086616257103,0.21739129489603065
2024-10-23,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-23,삼성중공업,22,10,2,34,0.6874999785156257,0.3124999902343753
2024-10-23,세진중공업,0,1,1,2,0.0,0.9999990000010001
2024-10-23,한국카본,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-10-23,한화엔진,16,3,0,19,0.8421052188365674,0.15789472853185638
2024-10-23,한화오션,20,9,6,35,0.689655148632581,0.3103448168846615
2024-10-24,HD한국조선해양,13,5,1,19,0.7222221820987677,0.27777776234567986
2024-10-24,HD현대마린솔루션,13,8,7,28,0.6190475895691624,0.38095236281179223
2024-10-24,HD현대마린엔진,3,5,0,8,0.3749999531250059,0.6249999218750099
2024-10-24,HD현대미포,6,0,1,7,0.9999998333333611,0.0
2024-10-24,HD현대중공업,18,4,2,24,0.8181817809917372,0.18181817355371938
2024-10-24,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-24,삼성중공업,14,6,2,22,0.6999999650000017,0.29999998500000075
2024-10-24,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-10-24,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-10-24,한화엔진,7,2,1,10,0.7777776913580343,0.22222219753086697
2024-10-24,한화오션,23,4,6,33,0.8518518203017844,0.1481481426611799
2024-10-25,HD한국조선해양,12,6,1,19,0.6666666296296316,0.3333333148148158
2024-10-25,HD현대마린솔루션,10,3,1,14,0.7692307100591762,0.23076921301775286
2024-10-25,HD현대마린엔진,3,2,0,5,0.599999880000024,0.399999920000016
2024-10-25,HD현대미포,6,4,0,10,0.599999940000006,0.39999996000000404
2024-10-25,HD현대중공업,16,3,2,21,0.8421052188365674,0.15789472853185638
2024-10-25,STX엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-10-25,삼성중공업,23,11,2,36,0.676470568339101,0.32352940224913523
2024-10-25,세진중공업,3,2,0,5,0.599999880000024,0.399999920000016
2024-10-25,한국카본,6,1,0,7,0.857142734693895,0.1428571224489825
2024-10-25,한화엔진,11,4,3,18,0.7333332844444478,0.2666666488888901
2024-10-25,한화오션,33,8,6,47,0.8048780291493164,0.19512194646044034
2024-10-26,HD한국조선해양,3,4,3,10,0.4285713673469475,0.57142848979593
2024-10-26,HD현대마린솔루션,3,0,0,3,0.9999996666667778,0.0
2024-10-26,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-10-26,HD현대미포,0,0,1,1,0.0,0.0
2024-10-26,HD현대중공업,3,2,0,5,0.599999880000024,0.399999920000016
2024-10-26,삼성중공업,4,1,1,6,0.799999840000032,0.199999960000008
2024-10-26,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-10-26,한국카본,0,0,1,1,0.0,0.0
2024-10-26,한화엔진,7,0,1,8,0.9999998571428775,0.0
2024-10-26,한화오션,8,4,3,15,0.6666666111111158,0.3333333055555579
2024-10-27,HD한국조선해양,5,5,1,11,0.499999950000005,0.499999950000005
2024-10-27,HD현대미포,3,0,0,3,0.9999996666667778,0.0
2024-10-27,HD현대중공업,2,1,1,4,0.6666664444445185,0.33333322222225925
2024-10-27,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-10-27,삼성중공업,13,4,2,19,0.7647058373702448,0.23529410380622917
2024-10-27,한화엔진,4,3,0,7,0.57142848979593,0.4285713673469475
2024-10-27,한화오션,9,4,1,14,0.6923076390532585,0.3076922840236705
2024-10-28,HD한국조선해양,13,14,2,29,0.48148146364883465,0.5185184993141296
2024-10-28,HD현대마린솔루션,4,3,1,8,0.57142848979593,0.4285713673469475
2024-10-28,HD현대마린엔진,4,3,1,8,0.57142848979593,0.4285713673469475
2024-10-28,HD현대미포,12,4,0,16,0.7499999531250029,0.24999998437500096
2024-10-28,HD현대중공업,17,9,4,30,0.6538461286982258,0.3461538328402372
2024-10-28,삼성중공업,24,14,5,43,0.6315789307479229,0.36842104293628836
2024-10-28,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-28,한화엔진,17,7,4,28,0.7083333038194456,0.2916666545138894
2024-10-28,한화오션,23,16,8,47,0.5897435746219597,0.41025639973701544
2024-10-29,HD한국조선해양,11,4,6,21,0.7333332844444478,0.2666666488888901
2024-10-29,HD현대마린솔루션,8,7,1,16,0.5333332977777802,0.46666663555555765
2024-10-29,HD현대마린엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-10-29,HD현대미포,14,2,2,18,0.8749999453125034,0.12499999218750048
2024-10-29,HD현대중공업,12,1,3,16,0.9230768520710114,0.07692307100591762
2024-10-29,STX엔진,1,2,1,4,0.33333322222225925,0.6666664444445185
2024-10-29,삼성중공업,16,5,3,24,0.7619047256235845,0.23809522675737013
2024-10-29,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-10-29,한국카본,2,3,0,5,0.399999920000016,0.599999880000024
2024-10-29,한화엔진,9,1,3,13,0.8999999100000091,0.09999999000000101
2024-10-29,한화오션,38,27,29,94,0.584615375621302,0.41538460899408297
2024-10-30,HD한국조선해양,17,7,3,27,0.7083333038194456,0.2916666545138894
2024-10-30,HD현대마린솔루션,2,3,1,6,0.399999920000016,0.599999880000024
2024-10-30,HD현대마린엔진,4,1,0,5,0.799999840000032,0.199999960000008
2024-10-30,HD현대미포,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-10-30,HD현대중공업,20,6,1,27,0.7692307396449716,0.23076922189349144
2024-10-30,STX엔진,2,0,1,3,0.99999950000025,0.0
2024-10-30,삼성중공업,8,9,4,21,0.47058820761245834,0.5294117335640156
2024-10-30,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-10-30,한화엔진,10,3,5,18,0.7692307100591762,0.23076921301775286
2024-10-30,한화오션,47,19,10,76,0.7121212013314969,0.28787878351698815
2024-10-31,HD한국조선해양,27,46,4,77,0.3698630086320136,0.6301369776693565
2024-10-31,HD현대마린솔루션,20,19,4,43,0.5128204996712693,0.4871794746877058
