날짜,기업명,tfidf_수주,tfidf_실적,tfidf_미국
2024-02-05,HD현대중공업,0.03368485092700325,0.0,0.0
2024-02-05,STX엔진,0.0,0.0,0.0
2024-02-05,삼성중공업,0.01275515704387265,0.0,0.0
2024-02-05,세진중공업,0.0,0.0,0.0
2024-02-05,한국카본,0.0,0.0,0.0
2024-02-05,한화엔진,0.036488822237751094,0.0,0.0
2024-02-05,한화오션,0.03413217621487766,0.0,0.0
2024-02-06,HD한국조선해양,0.02436842961834747,0.09104386852991482,0.0
2024-02-06,HD현대마린솔루션,0.0,0.23865315115954164,0.0
2024-02-06,HD현대마린엔진,0.0,0.27384528714466716,0.0
2024-02-06,HD현대미포,0.03811951986182407,0.165720457701357,0.0
2024-02-06,HD현대중공업,0.020508076024030954,0.11130421062565804,0.0
2024-02-06,STX엔진,0.0,0.0,0.0
2024-02-06,삼성중공업,0.1385747976794013,0.007120641590567027,0.0
2024-02-06,세진중공업,0.0,0.0,0.0
2024-02-06,한국카본,0.0,0.0,0.0
2024-02-06,한화엔진,0.023951509094197205,0.0,0.0
2024-02-06,한화오션,0.012728322591552028,0.0,0.0
2024-02-07,HD한국조선해양,0.02509717334953491,0.042476175832703154,0.014994786785181752
2024-02-07,HD현대마린솔루션,0.020074987326532335,0.3005370398465376,0.0
2024-02-07,HD현대마린엔진,0.02867855332361762,0.2533973166249553,0.0
2024-02-07,HD현대미포,0.0,0.09832076721807315,0.029200374265880256
2024-02-07,HD현대중공업,0.023268934042669612,0.05439652061724092,0.01008740201912227
2024-02-07,STX엔진,0.0,0.0674632068837688,0.0
2024-02-07,삼성중공업,0.042489162545899475,0.04244518588885947,0.013870177776293121
2024-02-07,세진중공업,0.0,0.11243867813961468,0.0
2024-02-07,한국카본,0.0,0.1851723565004709,0.0
2024-02-07,한화엔진,0.039315303659692914,0.0,0.0
2024-02-07,한화오션,0.010524433450595474,0.029955738795550323,0.0
2024-02-08,HD한국조선해양,0.05643163553162409,0.08901354270039546,0.0
2024-02-08,HD현대마린솔루션,0.02877933261789502,0.0483523602075439,0.06497591041946674
2024-02-08,HD현대마린엔진,0.0,0.43517124186789513,0.0
2024-02-08,HD현대미포,0.021584499463421267,0.07176617195534697,0.0
2024-02-08,HD현대중공업,0.05234814167305895,0.018920488776865006,0.0
2024-02-08,STX엔진,0.0,0.0,0.0
2024-02-08,삼성중공업,0.023586705327852252,0.04668923907272341,0.0
2024-02-08,한화엔진,0.019202225851275134,0.0,0.0
2024-02-08,한화오션,0.01760676670324957,0.030303030303030304,0.009086829965117784
2024-02-09,HD한국조선해양,0.2233337327892892,0.0,0.0
2024-02-09,HD현대미포,0.0,0.0,0.0
2024-02-09,HD현대중공업,0.0,0.0,0.0
2024-02-09,삼성중공업,0.04962971839761982,0.08662751110214396,0.0
2024-02-09,한국카본,0.0,0.0,0.0
2024-02-09,한화엔진,0.0,0.0,0.0
2024-02-09,한화오션,0.09896423716738266,0.0,0.0
2024-02-10,HD한국조선해양,0.02890780219939799,0.0,0.0
2024-02-10,HD현대마린솔루션,0.0,0.0,0.04860867040786247
2024-02-10,HD현대미포,0.0,0.0,0.0
2024-02-10,HD현대중공업,0.019271868132931993,0.0,0.0378067436505597
2024-02-10,STX엔진,0.0,0.0,0.0
2024-02-10,삼성중공업,0.0,0.09058582963964927,0.0
2024-02-10,한화엔진,0.1929361155627248,0.0,0.0
2024-02-10,한화오션,0.019271868132931993,0.0,0.0
