기업명,날짜,종가,거래량,MA5,MA10,RSI,MACD,BB_upper,1일후등락률,3일후등락률,5일후등락률
세진중공업,2024-04-12,6960.0,167064,6922.0,6813.0,68.21192052980132,270.18525901868725,7183.434731326279,-1.0057471264367817,-0.28735632183908044,5.316091954022988
세진중공업,2024-04-15,6890.0,260398,6900.0,6862.0,63.08724832214765,259.6334572758906,7180.394294761587,-3.483309143686502,6.966618287373004,2.3222060957910013
세진중공업,2024-04-16,6650.0,302357,6858.0,6884.0,52.40963855421687,229.26229115517071,7166.646190608388,4.360902255639098,10.225563909774436,9.172932330827068
세진중공업,2024-04-17,6940.0,373426,6878.0,6893.0,68.63905325443787,225.9884454348903,7171.356391435025,6.195965417867435,1.585014409221902,5.3314121037463975
세진중공업,2024-04-18,7370.0,1043794,6962.0,6945.0,73.09644670050761,255.1500939966645,7292.132404041604,-0.5427408412483039,-1.4925373134328357,-3.5278154681139755
세진중공업,2024-04-19,7330.0,627002,7036.0,6979.0,73.84615384615384,271.8989628812851,7381.205472542535,-3.819918144611187,-0.2728512960436562,0.0
세진중공업,2024-04-22,7050.0,379871,7068.0,6984.0,64.0909090909091,259.5865500372547,7398.736381002388,2.9787234042553195,0.851063829787234,0.851063829787234
세진중공업,2024-04-23,7260.0,384080,7190.0,7024.0,60.301507537688444,263.7339582074619,7450.437155490753,0.6887052341597797,0.9641873278236914,-2.8925619834710745
세진중공업,2024-04-24,7310.0,484282,7264.0,7071.0,61.27450980392157,267.96644086836477,7506.153426254229,-2.7359781121751023,-2.7359781121751023,-5.60875512995896
세진중공업,2024-04-25,7110.0,420426,7212.0,7087.0,52.857142857142854,252.27432396886343,7490.815666468376,3.0942334739803097,-0.8438818565400843,-8.157524613220815
세진중공업,2024-04-26,7330.0,269210,7212.0,7124.0,57.142857142857146,254.65486686562053,7517.308278286497,-3.0013642564802185,-5.866302864938609,-8.185538881309688
세진중공업,2024-04-29,7110.0,498753,7224.0,7146.0,55.23012552301255,236.06805726204675,7485.724970671462,-0.8438818565400843,-8.157524613220815,-0.14064697609001406
세진중공업,2024-04-30,7050.0,518360,7182.0,7186.0,54.320987654320994,214.0291829884536,7433.866815919932,-2.127659574468085,-4.539007092198582,0.9929078014184398
세진중공업,2024-05-02,6900.0,257938,7100.0,7182.0,48.98785425101215,182.35736772579912,7432.088393138977,-5.36231884057971,2.898550724637681,2.1739130434782608
세진중공업,2024-05-03,6530.0,722113,6984.0,7098.0,42.40282685512367,125.94945129237112,7470.324194863352,3.0627871362940278,9.03522205206738,11.791730474732006
세진중공업,2024-05-07,6730.0,533957,6864.0,7038.0,47.2972972972973,96.27430934262065,7475.845245987769,5.49777117384844,4.75482912332838,3.7147102526002973
세진중공업,2024-05-08,7100.0,682791,6862.0,7043.0,57.28155339805825,101.44308064304369,7482.598800052319,0.28169014084507044,2.8169014084507045,-3.0985915492957745
세진중공업,2024-05-09,7120.0,323457,6876.0,7029.0,53.191489361702125,105.93208287963625,7492.085087480485,-0.9831460674157303,-1.9662921348314606,-3.089887640449438
세진중공업,2024-05-10,7050.0,235718,6906.0,7003.0,43.4959349593496,102.65785861623044,7494.273383621244,3.546099290780142,-2.4113475177304964,-4.539007092198582
세진중공업,2024-05-13,7300.0,552936,7060.0,7022.0,49.438202247191015,118.86571301252116,7524.3700828280535,-4.383561643835616,-5.47945205479452,-8.904109589041095
세진중공업,2024-05-14,6980.0,569174,7110.0,6987.0,48.708487084870846,104.68251388696626,7524.607775743653,-1.4326647564469914,-3.5816618911174785,-8.739255014326648
